# asin	avgStar	Summary_PosScore	Summary_NegScore	SummAvgLen	Review_PosScore	Review_NegScore	ReviewAvgLen	reviewCount
1384719342	5.0	0.346721237316	0.130950510231	4.0	0.183513090746	0.158997871329	59.0	5
B00004Y2UT	4.66666666667	0.333182143937	0.0761899319767	5.5	0.189274680811	0.164769139671	86.6666666667	6
B00005ML71	3.8	0.22638737964	0.122221407413	5.0	0.182623919194	0.159009139352	44.2	5
B000068NSX	4.57142857143	0.285164539234	0.136449783096	6.85714285714	0.206932338073	0.164053952083	87.4285714286	7
B000068NTU	4.8	0.324996750033	0.128043591359	4.2	0.243528127113	0.120770698977	45.8	5
B000068NVI	4.53846153846	0.304630859784	0.126152148042	3.84615384615	0.227484992084	0.141112379439	42.1538461538	13
B000068NW5	4.46153846154	0.364729262754	0.103762054775	4.15384615385	0.224422331119	0.152488071409	42.6730769231	52
B000068NZC	4.14285714286	0.21961622542	0.123262861698	4.28571428571	0.197593119551	0.157923337039	59.8571428571	7
B000068NZG	4.6	0.222334985201	0.152317256253	6.4	0.183171826672	0.183314066071	114.2	5
B000068O1N	4.88888888889	0.396811342651	0.0692209417382	4.44444444444	0.19231589518	0.145026010304	66.6666666667	9
B000068O3D	4.85714285714	0.313110903269	0.0633749773461	5.0	0.167348950244	0.19738283546	48.1428571429	7
B000068O3X	4.76470588235	0.396771313539	0.0937718527742	3.35294117647	0.220735092807	0.138558180914	43.7647058824	17
B000068O4H	4.4	0.139337415662	0.231738832909	3.5	0.171520338408	0.152843309573	47.9	10
B000068O59	4.66666666667	0.289844233409	0.137429163582	5.66666666667	0.195419868481	0.162654589117	84.3333333333	6
B00006LVEU	4.64285714286	0.206712336562	0.114898641721	4.85714285714	0.187875276179	0.152991479733	53.9285714286	14
B00009W40D	4.5	0.459654912228	0.0352269524823	2.83333333333	0.193661697034	0.163592958906	72.8333333333	6
B00009W40G	4.0	0.289863762622	0.159982449549	5.33333333333	0.19837112625	0.176151984438	71.0	6
B0000AQRSR	4.4	0.487495125049	0.0374996250038	4.8	0.209642504545	0.141058657376	77.6	5
B0000AQRSS	4.42857142857	0.398174594742	0.120962785649	4.28571428571	0.209408420801	0.158747639437	171.0	7
B0000AQRST	4.72727272727	0.30542214923	0.128306403098	4.81818181818	0.217323905267	0.144799292772	126.0	11
B0000AQRSU	4.52941176471	0.374641786738	0.0728569346945	3.52941176471	0.233230391146	0.146276587101	133.647058824	17
B000165DSM	4.16666666667	0.293575689899	0.11972051994	6.0	0.188827909153	0.158834964879	88.9444444444	18
B0001FTVD6	4.91666666667	0.348725689433	0.0856710107263	5.83333333333	0.222361096328	0.134173136362	33.9166666667	12
B0002BACB4	5.0	0.325128176282	0.0873692456089	4.0	0.214099130268	0.149801771542	137.571428571	7
B0002CZR3G	4.16666666667	0.280478042006	0.174193653203	6.5	0.21377993475	0.160581415534	102.833333333	6
B0002CZSJO	4.60714285714	0.299134155178	0.109198549951	5.25	0.213540484956	0.150775424589	51.1071428571	28
B0002CZSJY	4.63636363636	0.380899851355	0.098753597645	2.72727272727	0.222307227483	0.146090608619	55.0	22
B0002CZST4	4.81818181818	0.338539550794	0.131444490972	3.45454545455	0.23854589965	0.14560117216	42.1818181818	11
B0002CZT0M	4.375	0.321798296679	0.161722909462	3.5	0.220151107151	0.150807284431	61.25	8
B0002CZTIO	4.125	0.281412752434	0.14801041933	3.5625	0.181909421161	0.158227005944	73.875	16
B0002CZUTM	4.63636363636	0.312250827643	0.111953950435	4.90909090909	0.218499848003	0.161340229679	195.636363636	11
B0002CZUUG	4.54545454545	0.368117566894	0.0968158550644	5.40909090909	0.20960145482	0.152323830303	266.045454545	22
B0002CZV46	4.4	0.443916635528	0.0624087141315	3.8	0.192318662201	0.158064077833	94.0	10
B0002CZV78	5.0	0.232636304041	0.166664814835	4.16666666667	0.232070010528	0.156262717075	128.833333333	6
B0002CZV7I	4.33333333333	0.337150530108	0.134026884265	4.16666666667	0.188810787884	0.16195274944	158.166666667	6
B0002CZV82	4.05	0.291921619016	0.119468552665	5.5	0.209748680765	0.158884762281	207.7	20
B0002CZVA0	4.44444444444	0.294695630171	0.151856827224	5.11111111111	0.206339532875	0.15279246914	149.333333333	9
B0002CZVB4	4.8	0.346587758293	0.0918552255586	3.0	0.213889940038	0.148501741529	69.8	5
B0002CZVBE	4.61538461538	0.339298214248	0.121946780536	5.0	0.220729038321	0.152950197688	117.153846154	13
B0002CZVHI	5.0	0.500740470901	0.0626483620355	3.28571428571	0.214295966167	0.171855072117	135.428571429	7
