# asin	avgStar	Summary_PosScore	Summary_NegScore	SummAvgLen	Review_PosScore	Review_NegScore	ReviewAvgLen	reviewCount
0000013714	4.4	0.43124281262	0.168747187547	2.8	0.255814399469	0.121699968827	38.6	5
0000029831	4.8	0.274655940289	0.150295471969	3.2	0.178755141877	0.186887618124	100.0	5
0000031887	4.3288590604	0.345485020129	0.128670968277	3.26174496644	0.222855075968	0.15558098075	45.3355704698	149
0000032050	4.6	0.346349837294	0.0716136881622	2.2	0.23416862382	0.148069428884	30.8	5
0000230022	5.0	0.374994642934	0.0416660714371	2.6	0.221097803378	0.131334199611	68.4	5
0000589012	4.0	0.334462055967	0.116030972492	4.5	0.204593715332	0.15371656006	60.0	8
000100039X	4.66568047337	0.289131216439	0.107638294527	4.10946745562	0.205773503108	0.144175729823	92.8934911243	338
0001055178	3.55555555556	0.231197338673	0.163515216212	4.44444444444	0.195561289719	0.171280131291	230.0	18
0001393774	5.0	0.363968447244	0.170954876736	4.27272727273	0.227019030109	0.150984839264	103.818181818	11
0001472933	4.66666666667	0.309581785424	0.0678121609392	6.66666666667	0.265152307962	0.114813335488	33.1666666667	6
0001473123	4.46428571429	0.341579291812	0.0828991673903	3.39285714286	0.214865564792	0.130986662285	61.4285714286	28
0001473727	5.0	0.265845234241	0.0812006972737	5.5	0.220955130873	0.101418524315	34.125	8
0001473905	4.75	0.280652757242	0.0479163244072	3.875	0.195084175408	0.135383373758	77.25	8
0001711296	4.75	0.227082425004	0.112916215002	6.125	0.186751795516	0.143675956449	85.0	8
0001712772	4.52631578947	0.262987542633	0.136035096396	4.26315789474	0.198928218735	0.16003987059	59.5789473684	19
000171287X	4.78260869565	0.248054688307	0.119291886583	4.86956521739	0.202688667445	0.151988368327	61.5217391304	23
0001713078	5.0	0.32670157544	0.040719326794	4.2	0.178631408853	0.136173323797	63.6	5
0001713353	4.83333333333	0.186891582396	0.1344612453	7.66666666667	0.190034263914	0.160743208758	78.6666666667	6
0001714384	4.14285714286	0.222915180565	0.264581569456	5.42857142857	0.203602659367	0.144925134046	67.5714285714	7
0001714538	3.875	0.157551098639	0.166665625006	4.25	0.21462731358	0.1453874596	72.875	8
0001839233	5.0	0.249899127657	0.149850191475	4.66666666667	0.191752129775	0.167208816384	70.0	6
0001954563	5.0	0.148576080328	0.269138942882	5.5	0.218486846522	0.168521857204	45.0	6
0001955071	4.0	0.281246484419	0.162758382187	3.57142857143	0.168540918332	0.176748430187	60.1428571429	7
0001983679	5.0	0.292364176372	0.139487640023	5.0	0.190739205742	0.1335926316	84.4	5
0002005395	4.0625	0.266449461423	0.169333570588	3.9375	0.183845200049	0.182543720287	240.1875	16
0002006715	4.66666666667	0.310982775266	0.175125095126	4.0	0.204856787509	0.151472240947	76.6666666667	6
0002007649	3.0	0.206208543831	0.207136412251	5.72727272727	0.190972815399	0.157285855457	388.545454545	11
0002007770	4.37176025918	0.27902017995	0.140417902723	3.95977321814	0.196745162828	0.169509601712	97.68412527	3704
0002008572	4.78260869565	0.233543408336	0.123293947718	3.91304347826	0.213511197837	0.144008141815	54.7826086957	23
0002051850	4.41694915254	0.269505110954	0.14030989214	4.73559322034	0.200204991716	0.16432909673	226.820338983	295
0002111306	4.33333333333	0.216007635048	0.173792944949	5.11111111111	0.204328143617	0.139131290758	122.0	9
0002113570	4.79545454545	0.333404969625	0.0919785335626	4.90909090909	0.21289097969	0.137405153338	123.340909091	44
000211495X	4.85714285714	0.284222927031	0.149130138807	4.14285714286	0.215079198351	0.134502941138	47.2857142857	7
0002117088	4.70588235294	0.30059446734	0.130150765181	3.35294117647	0.214866630951	0.145930019522	111.647058824	17
0002153211	4.5	0.329900020196	0.0840681329326	5.16666666667	0.214697668828	0.139985516333	102.5	6
0002154129	4.875	0.368506780717	0.0930281305528	4.375	0.208379791135	0.149985924457	130.25	8
0002154463	4.22222222222	0.395483913978	0.169327762994	5.88888888889	0.220543875512	0.146677912531	122.0	9
000215725X	4.53191489362	0.293455885851	0.123135400727	5.1914893617	0.208874643422	0.155282611594	198.70212766	47
0002157330	4.2	0.311434850295	0.104484797898	4.8	0.211666097804	0.141851159911	325.2	5
0002158388	4.0	0.305720453629	0.130944137852	4.83333333333	0.229202345988	0.125732326382	81.1666666667	6
000215949X	4.68965517241	0.339369086258	0.127548894562	4.06896551724	0.215030393195	0.149091957218	85.0689655172	29
0002171856	4.85714285714	0.286489400886	0.11361276527	4.14285714286	0.195918328356	0.141997928121	141.571428571	7
0002174960	4.0	0.200229256712	0.181710943953	5.0	0.186258996136	0.168239043527	121.0	5
000217734X	4.8	0.32521349373	0.108224124369	5.0	0.17573739424	0.182562567098	53.0	5
0002178559	3.125	0.244032981668	0.186836271956	5.25	0.182432154416	0.168268414265	438.25	8
0002179911	4.4	0.216344489658	0.173075591726	6.4	0.181558038247	0.171592778916	311.0	5
0002185385	4.6049382716	0.26290829028	0.132057430946	4.86419753086	0.211625778928	0.146032117525	74.4197530864	81
000221685X	4.7	0.291529529582	0.0907151852963	4.8	0.214488351402	0.147930100645	135.0	10
0002216973	4.84615384615	0.268228528027	0.13834292458	4.53846153846	0.213260791042	0.167860877159	147.769230769	13
000221735X	3.83333333333	0.251433153028	0.112562971489	4.16666666667	0.182261905416	0.176006901528	118.166666667	6
0002219417	4.68181818182	0.288339510099	0.14224994543	4.60101010101	0.199147706856	0.156830948241	136.308080808	198
0002221020	4.36363636364	0.201228447343	0.176306230494	5.72727272727	0.18959403992	0.172202909675	153.454545455	11
0002222590	3.22222222222	0.181722658836	0.149358295458	5.77777777778	0.192058097792	0.180421506225	237.333333333	9
000222383X	4.51807228916	0.281271385304	0.125195807339	4.63855421687	0.203794531455	0.153450046239	136.34939759	83
0002226049	3.4	0.146007035377	0.222579872929	4.6	0.20119295013	0.165726292485	198.2	5
0002226618	4.5	0.260940552875	0.170399401705	6.05263157895	0.194829135641	0.168373156066	221.789473684	38
0002226901	2.91666666667	0.15967204879	0.216786084738	4.58333333333	0.194960143473	0.170681368639	202.666666667	12
0002232529	4.36363636364	0.342309877889	0.172431260706	3.81818181818	0.204294512553	0.171810705616	110.0	11
0002239221	4.0	0.220499403225	0.243608510986	5.28571428571	0.197355661931	0.169238649783	124.571428571	7
000224053X	3.62068965517	0.222606048062	0.177694462163	5.34137931034	0.196684510863	0.164263721213	199.210344828	290
0002242052	4.28115942029	0.260040833473	0.163006765721	4.27536231884	0.195368497189	0.166203592549	121.652173913	345
0002243768	3.96	0.248311977278	0.192118125524	5.04	0.184598737914	0.185235013479	187.08	25
0002246325	4.2	0.281928122052	0.209691117285	5.6	0.184723764344	0.186769913616	270.0	10
0002247399	3.81312832643	0.229501378751	0.166522171537	4.71791839148	0.185806943433	0.168948700581	129.133648729	3382
0002250357	4.88888888889	0.385349154068	0.091275471195	4.0	0.241820845087	0.146178571398	74.7777777778	9
0002250519	4.19047619048	0.332203055401	0.109676153456	4.0	0.198313448478	0.160958324793	55.4761904762	21
0002250535	3.83333333333	0.242433784203	0.148386836919	5.33333333333	0.220698001679	0.142346138229	71.1666666667	6
0002250616	4.71428571429	0.301066301907	0.0732613814663	5.71428571429	0.214210322419	0.13820866759	134.714285714	7
0002251337	4.44444444444	0.334060829696	0.148540923962	5.11111111111	0.236575912447	0.147443345869	53.7777777778	9
0002251760	3.66666666667	0.194443148157	0.220137421306	3.66666666667	0.185441053584	0.183961050248	94.6666666667	9
0002251965	4.6	0.265421750544	0.154737738337	5.4	0.229337002426	0.131724695178	83.2	5
0002252015	3.77777777778	0.285869422742	0.127348953803	4.0	0.231230851939	0.145672761213	48.0	9
0002257858	3.69230769231	0.182854854278	0.194112991359	6.84615384615	0.179699854495	0.188555315694	176.461538462	13
0002310899	4.17857142857	0.187356247177	0.198597431392	4.03571428571	0.185134173134	0.178236674355	168.5	28
0002311216	2.77272727273	0.196315929453	0.194448894513	5.75	0.187276250627	0.170190138481	232.795454545	44
0002315963	4.33333333333	0.160171690719	0.245790760984	5.125	0.196055365149	0.169439208943	63.5833333333	24
0002318075	3.94736842105	0.194716416171	0.169652913688	6.15789473684	0.190735518107	0.163942593678	164.289473684	38
0002318652	4.27027027027	0.264301808019	0.168447203833	4.83783783784	0.186901217011	0.175537498359	161.891891892	37
0002434032	5.0	0.283330757599	0.0890143422939	5.2	0.188444871079	0.152652429765	52.6	5
0002444763	4.57142857143	0.144703956711	0.207116761076	5.14285714286	0.191519778493	0.16682038875	176.142857143	7
0002550296	4.72	0.367948151875	0.0851798492302	5.2	0.225803946324	0.133404909201	71.32	25
0002550326	4.66666666667	0.395235272129	0.0690471258538	7.5	0.221105640715	0.139987800765	104.5	6
0002550504	4.2	0.239234782029	0.217012683263	6.0	0.209204243783	0.13705393799	179.6	5
0002550938	4.0	0.247103904598	0.143700604079	4.90277777778	0.199769570429	0.160312130732	124.916666667	72
0002551489	4.42857142857	0.358373566506	0.117291197502	3.21428571429	0.21024828633	0.149027008852	41.7857142857	14
0002551519	4.0	0.204580165714	0.1588589698	6.4	0.206482308073	0.149189413794	165.2	5
0002551543	4.9	0.50091122978	0.0860946108277	3.5	0.21112628677	0.152612598364	88.2	10
0002552507	5.0	0.312775692607	0.0890271842632	3.83333333333	0.221477443554	0.121491502088	67.5	6
0002553481	4.6	0.348954456062	0.061252880666	3.8	0.230651198747	0.123301780987	53.4	5
0002553708	4.44444444444	0.384625776954	0.0827016442855	5.0	0.228744753854	0.141234455426	148.666666667	9
000255383X	4.53333333333	0.276226527628	0.119853171247	4.46666666667	0.192326707737	0.149565270596	76.6666666667	15
0002554755	4.66666666667	0.468658370994	0.0424402639892	2.86666666667	0.222025849033	0.132438439127	40.0666666667	15
0002555166	4.5	0.222914951936	0.136216900896	5.5	0.190824259953	0.170807086312	612.333333333	6
0002555328	4.16666666667	0.216910488762	0.190562604534	4.0	0.232339490444	0.140770365087	151.5	6
